#ion=18
# debug series 2 (c) 1999 cameron abrams & regents of uc berkeley
# Data sizes:
#  atoms:	104	x	2000			= 208000
# nNodes:	24	x	2000	x	20	= 960000
# cNodes:	24	x	100			= 2400
# total: 1170400
#introducing ion
#new atom 506
#new atom 507
#new atom 508
#new atom 509
#Notice: clust requires a setforce().
# cluster 0: Si_506  -0.41404
# cluster 1: F_3 C_1  15.26059
# warning: pe of current cfg already set
#t	time	KE	PE		E		Edrift		%Edrift		T	sig_xx		sig_yy		sig_zz
#[#]	[ps]	[eV]	[eV]		[eV]		[eV]		[%]		[K]	[Pa]		[Pa]		[Pa]
0	0.0000	115.466	-2016.476	-1901.010	0.000e+00	0.000e+00	293.00	3.51447e+07	9.51055e+07	1.96015e+08
1	0.0010	115.606	-2016.580	-1900.973	3.722e-02	1.958e-03	293.57	3.78079e+07	9.89211e+07	1.99218e+08
2	0.0020	115.859	-2016.797	-1900.939	7.182e-02	3.778e-03	294.06	4.30479e+07	1.05294e+08	2.03171e+08
3	0.0030	116.234	-2017.140	-1900.906	1.043e-01	5.486e-03	294.48	5.12586e+07	1.14559e+08	2.07924e+08
4	0.0040	116.750	-2017.626	-1900.875	1.351e-01	7.105e-03	294.84	6.28581e+07	1.27085e+08	2.13538e+08
5	0.0050	117.435	-2018.281	-1900.846	1.644e-01	8.650e-03	295.14	7.80162e+07	1.42985e+08	2.20027e+08
6	0.0060	118.321	-2019.139	-1900.818	1.923e-01	1.012e-02	295.37	9.61158e+07	1.61547e+08	2.27207e+08
7	0.0070	119.444	-2020.237	-1900.793	2.177e-01	1.145e-02	295.55	1.14717e+08	1.80132e+08	2.34423e+08
8	0.0080	120.821	-2021.593	-1900.773	2.376e-01	1.250e-02	295.67	1.27800e+08	1.92313e+08	2.40088e+08
9	0.0090	122.404	-2023.167	-1900.763	2.473e-01	1.301e-02	295.73	1.23891e+08	1.85891e+08	2.41194e+08
10	0.0100	124.024	-2024.789	-1900.765	2.450e-01	1.289e-02	295.72	8.81533e+07	1.45115e+08	2.33858e+08
11	0.0110	125.385	-2026.151	-1900.766	2.446e-01	1.287e-02	295.66	1.63840e+07	6.55532e+07	2.16989e+08
12	0.0120	126.224	-2026.965	-1900.741	2.696e-01	1.418e-02	295.53	-6.70456e+07	-2.68518e+07	1.96992e+08
13	0.0130	126.532	-2027.226	-1900.694	3.165e-01	1.665e-02	295.35	-1.24813e+08	-9.23781e+07	1.83669e+08
14	0.0140	126.527	-2027.177	-1900.650	3.603e-01	1.895e-02	295.11	-1.45788e+08	-1.19112e+08	1.79950e+08
15	0.0150	126.414	-2027.034	-1900.620	3.899e-01	2.051e-02	294.83	-1.48059e+08	-1.26176e+08	1.81086e+08
16	0.0160	126.156	-2026.821	-1900.665	3.451e-01	1.815e-02	294.49	-1.47108e+08	-1.30614e+08	2.17917e+08
17	0.0170	125.155	-2025.754	-1900.599	4.109e-01	2.161e-02	294.20	-1.38534e+08	-1.29338e+08	4.03376e+08
18	0.0180	123.919	-2024.356	-1900.437	5.736e-01	3.017e-02	294.14	-1.38963e+08	-1.24168e+08	3.04796e+08
19	0.0190	123.417	-2023.894	-1900.476	5.341e-01	2.809e-02	293.88	-1.40219e+08	-1.18855e+08	2.00293e+08
20	0.0200	123.341	-2023.815	-1900.474	5.368e-01	2.824e-02	293.40	-1.38874e+08	-1.16472e+08	1.92058e+08
21	0.0210	123.313	-2023.748	-1900.435	5.758e-01	3.029e-02	292.92	-1.38047e+08	-1.16689e+08	1.97225e+08
22	0.0220	123.289	-2023.687	-1900.398	6.119e-01	3.219e-02	292.47	-1.37641e+08	-1.17287e+08	1.99759e+08
23	0.0230	123.269	-2023.629	-1900.360	6.507e-01	3.423e-02	292.06	-1.37160e+08	-1.17674e+08	2.04293e+08
24	0.0240	123.285	-2023.584	-1900.299	7.117e-01	3.744e-02	291.66	-1.36203e+08	-1.20402e+08	1.92232e+08
